task_id,sentence,term_1,term_2,family_mode,family_out,difficulty
49,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",cytoplasmic contents,cell cytoplasm,no_relationship,no_relationship,0.31723819981064355
50,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",dna,cell cytoplasm,no_relationship,no_relationship,0.5460089483242314
51,"We should note, however, that interphase and mitosis (kayrokinesis) may take place without cytokinesis, in which case cells with multiple nuclei (multinucleate cells) are produced.",interphase,cytokinesis,no_relationship,no_relationship,0.534102859141779
52,"We should note, however, that interphase and mitosis (kayrokinesis) may take place without cytokinesis, in which case cells with multiple nuclei (multinucleate cells) are produced.",interphase,multinucleate cells,no_relationship,no_relationship,0.5567727200111977
53,"We should note, however, that interphase and mitosis (kayrokinesis) may take place without cytokinesis, in which case cells with multiple nuclei (multinucleate cells) are produced.",interphase,mitosis,no_relationship,no_relationship,0.511398159179843
54,"We should note, however, that interphase and mitosis (kayrokinesis) may take place without cytokinesis, in which case cells with multiple nuclei (multinucleate cells) are produced.",cytokinesis,multinucleate cells,event_structure,event_structure,0.5153258916232233
55,"We should note, however, that interphase and mitosis (kayrokinesis) may take place without cytokinesis, in which case cells with multiple nuclei (multinucleate cells) are produced.",cytokinesis,mitosis,event_structure,event_structure,0.4125256375037747
56,"We should note, however, that interphase and mitosis (kayrokinesis) may take place without cytokinesis, in which case cells with multiple nuclei (multinucleate cells) are produced.",multinucleate cells,mitosis,no_relationship,no_relationship,0.4594996541922134
57,"During interphase, the cell undergoes normal growth processes while also preparing for cell division.",interphase,growth,event_structure,event_structure,0.6336115983704802
58,"During interphase, the cell undergoes normal growth processes while also preparing for cell division.",interphase,cell division,causal,event_structure,0.5168574007848825
59,"During interphase, the cell undergoes normal growth processes while also preparing for cell division.",growth,cell division,causal,causal,0.6875053766467633
60,"In order for a cell to move from interphase into the mitotic phase, many internal and external conditions must be met.",interphase,internal,no_relationship,no_relationship,0.44265421514099895
61,"In order for a cell to move from interphase into the mitotic phase, many internal and external conditions must be met.",interphase,external conditions,no_relationship,no_relationship,0.18421496141692442
62,"In order for a cell to move from interphase into the mitotic phase, many internal and external conditions must be met.",interphase,cell,no_relationship,no_relationship,0.2039964059310764
63,"In order for a cell to move from interphase into the mitotic phase, many internal and external conditions must be met.",interphase,mitotic phase,no_relationship,no_relationship,0.5053697573364995
64,"In order for a cell to move from interphase into the mitotic phase, many internal and external conditions must be met.",internal,external conditions,participant,participant,0.16042363208858465
65,"In order for a cell to move from interphase into the mitotic phase, many internal and external conditions must be met.",internal,cell,participant,participant,0.14527260881380963
66,"In order for a cell to move from interphase into the mitotic phase, many internal and external conditions must be met.",internal,mitotic phase,no_relationship,no_relationship,0.5641847805367932
67,"In order for a cell to move from interphase into the mitotic phase, many internal and external conditions must be met.",external conditions,cell,event_structure,event_structure,0.5416343699610506
68,"In order for a cell to move from interphase into the mitotic phase, many internal and external conditions must be met.",external conditions,mitotic phase,no_relationship,no_relationship,0.501347901447792
69,"In order for a cell to move from interphase into the mitotic phase, many internal and external conditions must be met.",cell,mitotic phase,functional,functional,0.3928053007265705
70,"The three stages of interphase are called G1, S, and G2.",interphase,g1,event_structure,event_structure,0.5334622043984634
71,"The three stages of interphase are called G1, S, and G2.",interphase,g2,event_structure,event_structure,-0.4524240666827947
72,"The three stages of interphase are called G1, S, and G2.",g1,g2,event_structure,event_structure,-0.4930341544074187
73,"The first stage of interphase is called the G1 phase (first gap) because, from a microscopic point of view, little change is visible.",g1 phase,interphase,event_structure,event_structure,-0.023857130420365295
74,"However, during the G1 stage, the cell is quite active at the biochemical level.",cell,g1 stage,participant,participant,0.11706621397052405
75,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,energy reserves,chromosomal dna,component,component,0.4757925379688593
76,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,energy reserves,cell,component,component,0.463152675661723
77,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,energy reserves,proteins,component,component,0.5144509872199806
78,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,energy reserves,chromosome,component,component,0.5236154389522649
79,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,energy reserves,nucleus,component,component,0.2812801440606093
80,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,chromosomal dna,cell,component,component,0.42747528659979905
81,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,chromosomal dna,proteins,no_relationship,no_relationship,0.3138181898553053
82,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,chromosomal dna,chromosome,component,component,0.20277442697243958
83,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,chromosomal dna,nucleus,no_relationship,no_relationship,-0.7870896093482026
84,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,cell,proteins,no_relationship,no_relationship,0.2995794715187803
85,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,cell,chromosome,component,component,0.46811133659362897
86,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,cell,nucleus,no_relationship,no_relationship,0.019477173710240946
87,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,proteins,chromosome,no_relationship,no_relationship,0.5271709063790716
88,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,proteins,nucleus,no_relationship,no_relationship,0.052812497969379264
89,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,chromosome,nucleus,no_relationship,no_relationship,0.1481475138140399
90,"Throughout interphase, nuclear DNA remains in a semi-condensed chromatin configuration.",interphase,nuclear dna,participant,participant,0.34471744149663586
91,"Throughout interphase, nuclear DNA remains in a semi-condensed chromatin configuration.",interphase,chromatin configuration,no_relationship,no_relationship,0.3755625474053091
92,"Throughout interphase, nuclear DNA remains in a semi-condensed chromatin configuration.",nuclear dna,chromatin configuration,participant,participant,0.31661103246318345
93,"In the S phase, DNA replication can proceed through the mechanisms that result in the formation of identical pairs of DNA molecules—sister chromatids—that are firmly attached to the centromeric region.",s phase,sister chromatid,no_relationship,no_relationship,0.4057025295799534
94,"In the S phase, DNA replication can proceed through the mechanisms that result in the formation of identical pairs of DNA molecules—sister chromatids—that are firmly attached to the centromeric region.",s phase,dna molecules,spatial,spatial,0.18869118236190485
95,"In the S phase, DNA replication can proceed through the mechanisms that result in the formation of identical pairs of DNA molecules—sister chromatids—that are firmly attached to the centromeric region.",s phase,dna replication,no_relationship,no_relationship,0.3876605244445896
96,"In the S phase, DNA replication can proceed through the mechanisms that result in the formation of identical pairs of DNA molecules—sister chromatids—that are firmly attached to the centromeric region.",s phase,centromeric region,spatial,spatial,0.4032387264742872
97,"In the S phase, DNA replication can proceed through the mechanisms that result in the formation of identical pairs of DNA molecules—sister chromatids—that are firmly attached to the centromeric region.",sister chromatid,dna molecules,participant,participant,0.4420370569189801
98,"In the S phase, DNA replication can proceed through the mechanisms that result in the formation of identical pairs of DNA molecules—sister chromatids—that are firmly attached to the centromeric region.",sister chromatid,dna replication,event_structure,event_structure,0.28405221606845465
99,"In the S phase, DNA replication can proceed through the mechanisms that result in the formation of identical pairs of DNA molecules—sister chromatids—that are firmly attached to the centromeric region.",sister chromatid,centromeric region,participant,participant,0.25523028746224863
100,"In the S phase, DNA replication can proceed through the mechanisms that result in the formation of identical pairs of DNA molecules—sister chromatids—that are firmly attached to the centromeric region.",dna molecules,dna replication,participant,participant,0.4902874940745577
101,"In the S phase, DNA replication can proceed through the mechanisms that result in the formation of identical pairs of DNA molecules—sister chromatids—that are firmly attached to the centromeric region.",dna molecules,centromeric region,taxonomy,taxonomy,0.515378397986669
102,"In the S phase, DNA replication can proceed through the mechanisms that result in the formation of identical pairs of DNA molecules—sister chromatids—that are firmly attached to the centromeric region.",dna replication,centromeric region,participant,participant,0.3652666084425613
103,The centrosome is also duplicated during the S phase.,centrosome,s phase,participant,participant,0.48843921626162845
104,"The two centrosomes of homologous chromosomes will give rise to the mitotic spindle, the apparatus that orchestrates the movement of chromosomes during mitosis.",homologous chromosomes,mitotic spindle,participant,no_relationship,0.4170098537168751
105,"The two centrosomes of homologous chromosomes will give rise to the mitotic spindle, the apparatus that orchestrates the movement of chromosomes during mitosis.",homologous chromosomes,centrosomes,component,component,0.3410905286317921
106,"The two centrosomes of homologous chromosomes will give rise to the mitotic spindle, the apparatus that orchestrates the movement of chromosomes during mitosis.",homologous chromosomes,mitosis,component,component,0.2605241739445622
107,"The two centrosomes of homologous chromosomes will give rise to the mitotic spindle, the apparatus that orchestrates the movement of chromosomes during mitosis.",mitotic spindle,centrosomes,participant,participant,0.3672056820006929
108,"The two centrosomes of homologous chromosomes will give rise to the mitotic spindle, the apparatus that orchestrates the movement of chromosomes during mitosis.",mitotic spindle,mitosis,participant,no_relationship,0.3339502540720486
109,"The two centrosomes of homologous chromosomes will give rise to the mitotic spindle, the apparatus that orchestrates the movement of chromosomes during mitosis.",centrosomes,mitosis,component,component,0.47658687465421634
110,"For example, roughly at the center of each animal cell, the centrosomes are associated with a pair of rod-like objects, the centrioles, which are positioned at right angles to each other.",centrosomes,centrioles,spatial,spatial,0.4354503280863412
111,"For example, roughly at the center of each animal cell, the centrosomes are associated with a pair of rod-like objects, the centrioles, which are positioned at right angles to each other.",centrosomes,animal cell,spatial,spatial,0.24391442611408415
112,"For example, roughly at the center of each animal cell, the centrosomes are associated with a pair of rod-like objects, the centrioles, which are positioned at right angles to each other.",centrioles,animal cell,spatial,spatial,0.5024784758634228
113,Centrioles help organize cell division.,centrioles,cell division,functional,functional,0.36616013004818715
114,"We should note, however, that centrioles are not present in the centrosomes of other eukaryotic organisms, such as plants and most fungi.",plants,eukaryotic,no_relationship,no_relationship,0.4713839028005066
115,"We should note, however, that centrioles are not present in the centrosomes of other eukaryotic organisms, such as plants and most fungi.",plants,centrioles,no_relationship,no_relationship,0.21504340565285954
116,"We should note, however, that centrioles are not present in the centrosomes of other eukaryotic organisms, such as plants and most fungi.",plants,centrosomes,no_relationship,no_relationship,0.4540058188137488
117,"We should note, however, that centrioles are not present in the centrosomes of other eukaryotic organisms, such as plants and most fungi.",plants,fungi,no_relationship,no_relationship,0.10183195456716695
118,"We should note, however, that centrioles are not present in the centrosomes of other eukaryotic organisms, such as plants and most fungi.",eukaryotic,centrioles,no_relationship,no_relationship,-0.5182161503136439
119,"We should note, however, that centrioles are not present in the centrosomes of other eukaryotic organisms, such as plants and most fungi.",eukaryotic,centrosomes,no_relationship,no_relationship,0.05539563622284545
120,"We should note, however, that centrioles are not present in the centrosomes of other eukaryotic organisms, such as plants and most fungi.",eukaryotic,fungi,no_relationship,no_relationship,-0.49235993906427455
121,"We should note, however, that centrioles are not present in the centrosomes of other eukaryotic organisms, such as plants and most fungi.",centrioles,centrosomes,taxonomy,taxonomy,0.34364695660311606
122,"We should note, however, that centrioles are not present in the centrosomes of other eukaryotic organisms, such as plants and most fungi.",centrioles,fungi,no_relationship,no_relationship,-0.15700851354452863
123,"We should note, however, that centrioles are not present in the centrosomes of other eukaryotic organisms, such as plants and most fungi.",centrosomes,fungi,taxonomy,taxonomy,0.3595959854298824
124,"In the G2 phase, the cell replenishes its energy stores and synthesizes proteins necessary for chromosome manipulation and movement.",g2 phase,energy stores,component,component,0.46102515593006743
125,"In the G2 phase, the cell replenishes its energy stores and synthesizes proteins necessary for chromosome manipulation and movement.",g2 phase,cell,no_relationship,no_relationship,-0.5653393883892854
126,"In the G2 phase, the cell replenishes its energy stores and synthesizes proteins necessary for chromosome manipulation and movement.",g2 phase,proteins,participant,functional,0.6001423252562231
127,"In the G2 phase, the cell replenishes its energy stores and synthesizes proteins necessary for chromosome manipulation and movement.",g2 phase,chromosome,no_relationship,no_relationship,-0.2843673753994123
128,"In the G2 phase, the cell replenishes its energy stores and synthesizes proteins necessary for chromosome manipulation and movement.",energy stores,cell,no_relationship,no_relationship,0.6090389144014036
129,"In the G2 phase, the cell replenishes its energy stores and synthesizes proteins necessary for chromosome manipulation and movement.",energy stores,proteins,participant,participant,0.4914201269456573
130,"In the G2 phase, the cell replenishes its energy stores and synthesizes proteins necessary for chromosome manipulation and movement.",energy stores,chromosome,component,component,0.5282593929425105
131,"In the G2 phase, the cell replenishes its energy stores and synthesizes proteins necessary for chromosome manipulation and movement.",cell,proteins,no_relationship,no_relationship,0.41349115083823224
132,"In the G2 phase, the cell replenishes its energy stores and synthesizes proteins necessary for chromosome manipulation and movement.",cell,chromosome,no_relationship,no_relationship,0.46330830840219844
133,"In the G2 phase, the cell replenishes its energy stores and synthesizes proteins necessary for chromosome manipulation and movement.",proteins,chromosome,participant,participant,0.39716192582769644
134,"Some cell organelles are duplicated, and the cytoskeleton is dismantled to provide resources for the mitotic phase.",cytoskeleton,cell organelles,no_relationship,no_relationship,0.4173083656327821
135,"Some cell organelles are duplicated, and the cytoskeleton is dismantled to provide resources for the mitotic phase.",cytoskeleton,mitotic phase,participant,participant,0.563578502716674
136,"Some cell organelles are duplicated, and the cytoskeleton is dismantled to provide resources for the mitotic phase.",cell organelles,mitotic phase,no_relationship,no_relationship,0.3812819169094484
137,There may be additional cell growth during G2.,g2,cell growth,event_structure,event_structure,0.16902368534517725
138,The final preparations for the mitotic phase must be completed before the cell is able to enter the first stage of mitosis.,cell,mitosis,participant,participant,0.3767405219067477
139,The final preparations for the mitotic phase must be completed before the cell is able to enter the first stage of mitosis.,cell,mitotic phase,participant,participant,0.3951407937068675
140,The final preparations for the mitotic phase must be completed before the cell is able to enter the first stage of mitosis.,mitosis,mitotic phase,causal,event_structure,0.47981558801926844
141,"The mitotic phase is a multistep process during which the duplicated chromosomes are aligned, separated, and move into two new, identical daughter cells.",mitotic phase,daughter cells,no_relationship,no_relationship,0.46281864146357554
142,"The mitotic phase is a multistep process during which the duplicated chromosomes are aligned, separated, and move into two new, identical daughter cells.",mitotic phase,multistep process,participant,participant,0.150994912824465
143,"The mitotic phase is a multistep process during which the duplicated chromosomes are aligned, separated, and move into two new, identical daughter cells.",mitotic phase,chromosomes,participant,participant,0.04424420495543231
144,"The mitotic phase is a multistep process during which the duplicated chromosomes are aligned, separated, and move into two new, identical daughter cells.",daughter cells,multistep process,participant,no_relationship,0.3531105014610039
145,"The mitotic phase is a multistep process during which the duplicated chromosomes are aligned, separated, and move into two new, identical daughter cells.",daughter cells,chromosomes,participant,participant,0.3308703782552892
146,"The mitotic phase is a multistep process during which the duplicated chromosomes are aligned, separated, and move into two new, identical daughter cells.",multistep process,chromosomes,component,component,0.23484003502747008
147,"The first portion of the mitotic phase is called karyokinesis, or nuclear division.",nuclear division,mitotic phase,event_structure,event_structure,0.15758165343775687
148,"The first portion of the mitotic phase is called karyokinesis, or nuclear division.",nuclear division,karyokinesis,no_relationship,no_relationship,0.008549558646610089
149,"The first portion of the mitotic phase is called karyokinesis, or nuclear division.",mitotic phase,karyokinesis,event_structure,event_structure,-0.1296186839283532
150,"As we have just seen, the second portion of the mitotic phase (and often viewed as a process separate from and following mitosis) is called cytokinesis—the physical separation of the cytoplasmic components into the two daughter cells.",cytoplasmic,mitotic phase,participant,no_relationship,0.4194426870140691
151,"As we have just seen, the second portion of the mitotic phase (and often viewed as a process separate from and following mitosis) is called cytokinesis—the physical separation of the cytoplasmic components into the two daughter cells.",cytoplasmic,daughter cells,participant,participant,0.10911290719259846
152,"As we have just seen, the second portion of the mitotic phase (and often viewed as a process separate from and following mitosis) is called cytokinesis—the physical separation of the cytoplasmic components into the two daughter cells.",mitotic phase,daughter cells,no_relationship,spatial,0.4345638461919114
153,"Karyokinesis, also known as mitosis, is divided into a series of phases—prophase, prometaphase, metaphase, anaphase, and telophase—that result in the division of the cell nucleus (Figure ).",anaphase,karyokinesis,event_structure,event_structure,-0.2815869261083566
154,"Karyokinesis, also known as mitosis, is divided into a series of phases—prophase, prometaphase, metaphase, anaphase, and telophase—that result in the division of the cell nucleus (Figure ).",anaphase,prometaphase,event_structure,event_structure,-0.023455947997971315
155,"Karyokinesis, also known as mitosis, is divided into a series of phases—prophase, prometaphase, metaphase, anaphase, and telophase—that result in the division of the cell nucleus (Figure ).",anaphase,cell nucleus,no_relationship,no_relationship,0.3573948646959859
156,"Karyokinesis, also known as mitosis, is divided into a series of phases—prophase, prometaphase, metaphase, anaphase, and telophase—that result in the division of the cell nucleus (Figure ).",anaphase,mitosis,no_relationship,no_relationship,0.4260120937642681
157,"Karyokinesis, also known as mitosis, is divided into a series of phases—prophase, prometaphase, metaphase, anaphase, and telophase—that result in the division of the cell nucleus (Figure ).",karyokinesis,prometaphase,no_relationship,no_relationship,0.11127376242932381
158,"Karyokinesis, also known as mitosis, is divided into a series of phases—prophase, prometaphase, metaphase, anaphase, and telophase—that result in the division of the cell nucleus (Figure ).",karyokinesis,cell nucleus,no_relationship,participant,0.3781676580262608
159,"Karyokinesis, also known as mitosis, is divided into a series of phases—prophase, prometaphase, metaphase, anaphase, and telophase—that result in the division of the cell nucleus (Figure ).",karyokinesis,mitosis,event_structure,event_structure,-0.32779194814390483
160,"Karyokinesis, also known as mitosis, is divided into a series of phases—prophase, prometaphase, metaphase, anaphase, and telophase—that result in the division of the cell nucleus (Figure ).",prometaphase,cell nucleus,no_relationship,participant,0.39383055000136136
161,"Karyokinesis, also known as mitosis, is divided into a series of phases—prophase, prometaphase, metaphase, anaphase, and telophase—that result in the division of the cell nucleus (Figure ).",prometaphase,mitosis,event_structure,event_structure,-0.23466217368683495
162,"Karyokinesis, also known as mitosis, is divided into a series of phases—prophase, prometaphase, metaphase, anaphase, and telophase—that result in the division of the cell nucleus (Figure ).",cell nucleus,mitosis,no_relationship,no_relationship,0.3283741800695874
163,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",endoplasmic reticulum,nuclear envelope,participant,participant,0.16108510413254903
