task_id,sentence,term_1,term_2,family_mode,family_out,difficulty
17,"Cells on the path to cell division proceed through a series of precisely timed and carefully regulated stages of growth, DNA replication, and nuclear and cytoplasmic division that ultimately produces two identical (clone) cells.",cytoplasmic division,cells,participant,participant,0.639919204912442
18,"Cells on the path to cell division proceed through a series of precisely timed and carefully regulated stages of growth, DNA replication, and nuclear and cytoplasmic division that ultimately produces two identical (clone) cells.",nuclear,growth,event_structure,event_structure,0.3379246948075672
19,"Cells on the path to cell division proceed through a series of precisely timed and carefully regulated stages of growth, DNA replication, and nuclear and cytoplasmic division that ultimately produces two identical (clone) cells.",nuclear,cells,participant,participant,0.23174752122648942
20,"Cells on the path to cell division proceed through a series of precisely timed and carefully regulated stages of growth, DNA replication, and nuclear and cytoplasmic division that ultimately produces two identical (clone) cells.",growth,cells,functional,functional,0.3352013872082208
21,The cell cycle has two major phases: interphase and the mitotic phase (Figure ).,interphase,cell cycle,event_structure,event_structure,-0.4287485412600488
22,The cell cycle has two major phases: interphase and the mitotic phase (Figure ).,interphase,mitotic phase,event_structure,event_structure,-1.2293504477006705
23,The cell cycle has two major phases: interphase and the mitotic phase (Figure ).,cell cycle,mitotic phase,event_structure,event_structure,-0.9066766367599626
24,"During interphase, the cell grows and DNA is replicated.",interphase,cell,component,component,0.030109463069977322
25,"During interphase, the cell grows and DNA is replicated.",interphase,replicated,functional,participant,0.30470885707408984
26,"During interphase, the cell grows and DNA is replicated.",interphase,dna,participant,participant,0.41562596358731296
27,"During interphase, the cell grows and DNA is replicated.",cell,replicated,no_relationship,no_relationship,0.2328581315519935
28,"During interphase, the cell grows and DNA is replicated.",cell,dna,participant,participant,0.23263498239135014
29,"During interphase, the cell grows and DNA is replicated.",replicated,dna,no_relationship,no_relationship,0.48975312837071466
30,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",cell cycle,cytokinesis,no_relationship,no_relationship,0.3083508606519271
31,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",cell cycle,replicated,no_relationship,no_relationship,0.3390657339414987
32,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",cell cycle,mitotic phase,event_structure,event_structure,-0.013540490892770925
33,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",cell cycle,cytoplasmic contents,participant,participant,0.25823592041234994
34,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",cell cycle,dna,participant,participant,-0.003315878756147212
35,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",cell cycle,cell cytoplasm,event_structure,event_structure,-0.014889407685911724
36,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",cytokinesis,replicated,no_relationship,no_relationship,-0.9083604411081783
37,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",cytokinesis,mitotic phase,no_relationship,no_relationship,0.37330260621489186
38,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",cytokinesis,cytoplasmic contents,participant,participant,0.4302126176993957
39,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",cytokinesis,dna,no_relationship,no_relationship,-0.16585641195379341
40,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",cytokinesis,cell cytoplasm,no_relationship,no_relationship,0.12679209163722097
41,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",replicated,mitotic phase,participant,participant,0.569580752973676
42,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",replicated,cytoplasmic contents,spatial,spatial,0.5504964735336727
43,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",replicated,dna,component,component,0.1684767337690531
44,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",replicated,cell cytoplasm,participant,participant,0.29614204480260126
45,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",mitotic phase,cytoplasmic contents,participant,participant,0.2177153515714823
46,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",mitotic phase,dna,participant,participant,0.3931770261390856
47,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",mitotic phase,cell cytoplasm,event_structure,event_structure,-0.4382138205473551
48,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",cytoplasmic contents,dna,spatial,spatial,0.47326845669700457
49,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",cytoplasmic contents,cell cytoplasm,no_relationship,no_relationship,-0.07867256783983848
50,"During the mitotic phase, the replicated DNA and cytoplasmic contents are separated, and the cell cytoplasm is typically partitioned by a third process of the cell cycle called cytokinesis.",dna,cell cytoplasm,no_relationship,no_relationship,0.40625286228092666
51,"We should note, however, that interphase and mitosis (kayrokinesis) may take place without cytokinesis, in which case cells with multiple nuclei (multinucleate cells) are produced.",interphase,cytokinesis,participant,no_relationship,0.3896789314632107
52,"We should note, however, that interphase and mitosis (kayrokinesis) may take place without cytokinesis, in which case cells with multiple nuclei (multinucleate cells) are produced.",interphase,multinucleate cells,no_relationship,no_relationship,0.45959651840145227
53,"We should note, however, that interphase and mitosis (kayrokinesis) may take place without cytokinesis, in which case cells with multiple nuclei (multinucleate cells) are produced.",interphase,mitosis,no_relationship,no_relationship,0.26362369461382784
54,"We should note, however, that interphase and mitosis (kayrokinesis) may take place without cytokinesis, in which case cells with multiple nuclei (multinucleate cells) are produced.",cytokinesis,multinucleate cells,event_structure,event_structure,0.07447814456866407
55,"We should note, however, that interphase and mitosis (kayrokinesis) may take place without cytokinesis, in which case cells with multiple nuclei (multinucleate cells) are produced.",cytokinesis,mitosis,event_structure,event_structure,-0.009957364900381075
56,"We should note, however, that interphase and mitosis (kayrokinesis) may take place without cytokinesis, in which case cells with multiple nuclei (multinucleate cells) are produced.",multinucleate cells,mitosis,no_relationship,no_relationship,0.30822529718517583
57,"During interphase, the cell undergoes normal growth processes while also preparing for cell division.",interphase,growth,event_structure,event_structure,0.5239297101671399
58,"During interphase, the cell undergoes normal growth processes while also preparing for cell division.",interphase,cell division,causal,causal,0.2497351083931446
59,"During interphase, the cell undergoes normal growth processes while also preparing for cell division.",growth,cell division,causal,causal,0.574873533357602
60,"In order for a cell to move from interphase into the mitotic phase, many internal and external conditions must be met.",interphase,internal,no_relationship,no_relationship,0.3227939850217469
61,"In order for a cell to move from interphase into the mitotic phase, many internal and external conditions must be met.",interphase,external conditions,no_relationship,no_relationship,-0.3081448651816796
62,"In order for a cell to move from interphase into the mitotic phase, many internal and external conditions must be met.",interphase,cell,no_relationship,no_relationship,-0.09993222069418388
63,"In order for a cell to move from interphase into the mitotic phase, many internal and external conditions must be met.",interphase,mitotic phase,no_relationship,no_relationship,0.397758806541177
64,"In order for a cell to move from interphase into the mitotic phase, many internal and external conditions must be met.",internal,external conditions,participant,participant,-0.029157218580258524
65,"In order for a cell to move from interphase into the mitotic phase, many internal and external conditions must be met.",internal,cell,participant,participant,-0.43478298362490597
66,"In order for a cell to move from interphase into the mitotic phase, many internal and external conditions must be met.",internal,mitotic phase,no_relationship,no_relationship,0.5947728650089735
67,"In order for a cell to move from interphase into the mitotic phase, many internal and external conditions must be met.",external conditions,cell,event_structure,event_structure,0.47048386951915594
68,"In order for a cell to move from interphase into the mitotic phase, many internal and external conditions must be met.",external conditions,mitotic phase,no_relationship,no_relationship,0.3649280408657894
69,"In order for a cell to move from interphase into the mitotic phase, many internal and external conditions must be met.",cell,mitotic phase,functional,functional,0.3659391363386893
70,"The three stages of interphase are called G1, S, and G2.",interphase,g1,event_structure,event_structure,0.3463363203150532
71,"The three stages of interphase are called G1, S, and G2.",interphase,g2,event_structure,event_structure,-0.8441659276046672
72,"The three stages of interphase are called G1, S, and G2.",g1,g2,event_structure,event_structure,-0.8968402095329583
73,"The first stage of interphase is called the G1 phase (first gap) because, from a microscopic point of view, little change is visible.",g1 phase,interphase,event_structure,event_structure,-0.3418226621944805
74,"However, during the G1 stage, the cell is quite active at the biochemical level.",cell,g1 stage,participant,participant,-0.3535369321245721
75,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,energy reserves,chromosomal dna,component,component,0.38399620349757163
76,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,energy reserves,cell,component,component,0.35478718245434093
77,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,energy reserves,proteins,component,component,0.40472146267872045
78,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,energy reserves,chromosome,component,component,0.44077029802526596
79,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,energy reserves,nucleus,component,component,0.029113666462057822
80,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,chromosomal dna,cell,component,component,0.23344714889822354
81,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,chromosomal dna,proteins,no_relationship,no_relationship,0.06762408642151102
82,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,chromosomal dna,chromosome,component,component,-0.12279001223987805
83,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,chromosomal dna,nucleus,no_relationship,no_relationship,-0.9779320061262557
84,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,cell,proteins,no_relationship,no_relationship,0.13486168528444117
85,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,cell,chromosome,component,component,0.5779519125122552
86,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,cell,nucleus,no_relationship,no_relationship,-0.3259559349123723
87,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,proteins,chromosome,no_relationship,no_relationship,0.5338282008694214
88,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,proteins,nucleus,no_relationship,no_relationship,-0.0659044660183413
89,The cell is accumulating the building blocks of chromosomal DNA and the associated proteins as well as accumulating sufficient energy reserves to complete the task of replicating each chromosome in the nucleus.,chromosome,nucleus,no_relationship,no_relationship,-0.10794290225637738
90,"Throughout interphase, nuclear DNA remains in a semi-condensed chromatin configuration.",interphase,nuclear dna,participant,participant,0.04073332976862788
91,"Throughout interphase, nuclear DNA remains in a semi-condensed chromatin configuration.",interphase,chromatin configuration,no_relationship,no_relationship,0.37071359197957976
92,"Throughout interphase, nuclear DNA remains in a semi-condensed chromatin configuration.",nuclear dna,chromatin configuration,participant,participant,0.013099118123917609
93,"In the S phase, DNA replication can proceed through the mechanisms that result in the formation of identical pairs of DNA molecules—sister chromatids—that are firmly attached to the centromeric region.",s phase,sister chromatid,no_relationship,no_relationship,0.38115509629184824
94,"In the S phase, DNA replication can proceed through the mechanisms that result in the formation of identical pairs of DNA molecules—sister chromatids—that are firmly attached to the centromeric region.",s phase,dna molecules,spatial,spatial,-0.11271865911955496
95,"In the S phase, DNA replication can proceed through the mechanisms that result in the formation of identical pairs of DNA molecules—sister chromatids—that are firmly attached to the centromeric region.",s phase,dna replication,no_relationship,no_relationship,0.31859614427911825
96,"In the S phase, DNA replication can proceed through the mechanisms that result in the formation of identical pairs of DNA molecules—sister chromatids—that are firmly attached to the centromeric region.",s phase,centromeric region,spatial,spatial,0.4462246942926084
97,"In the S phase, DNA replication can proceed through the mechanisms that result in the formation of identical pairs of DNA molecules—sister chromatids—that are firmly attached to the centromeric region.",sister chromatid,dna molecules,participant,participant,0.5214691221046386
98,"In the S phase, DNA replication can proceed through the mechanisms that result in the formation of identical pairs of DNA molecules—sister chromatids—that are firmly attached to the centromeric region.",sister chromatid,dna replication,event_structure,event_structure,0.04685651542604933
99,"In the S phase, DNA replication can proceed through the mechanisms that result in the formation of identical pairs of DNA molecules—sister chromatids—that are firmly attached to the centromeric region.",sister chromatid,centromeric region,participant,participant,-0.19105777112524439
100,"In the S phase, DNA replication can proceed through the mechanisms that result in the formation of identical pairs of DNA molecules—sister chromatids—that are firmly attached to the centromeric region.",dna molecules,dna replication,participant,participant,0.42874687642031467
101,"In the S phase, DNA replication can proceed through the mechanisms that result in the formation of identical pairs of DNA molecules—sister chromatids—that are firmly attached to the centromeric region.",dna molecules,centromeric region,taxonomy,taxonomy,0.6188355259108134
102,"In the S phase, DNA replication can proceed through the mechanisms that result in the formation of identical pairs of DNA molecules—sister chromatids—that are firmly attached to the centromeric region.",dna replication,centromeric region,participant,participant,0.1970582659719603
103,The centrosome is also duplicated during the S phase.,centrosome,s phase,participant,participant,0.37040588997757923
104,"The two centrosomes of homologous chromosomes will give rise to the mitotic spindle, the apparatus that orchestrates the movement of chromosomes during mitosis.",homologous chromosomes,mitotic spindle,participant,participant,0.4743615559701865
105,"The two centrosomes of homologous chromosomes will give rise to the mitotic spindle, the apparatus that orchestrates the movement of chromosomes during mitosis.",homologous chromosomes,centrosomes,component,component,0.2688291874206238
106,"The two centrosomes of homologous chromosomes will give rise to the mitotic spindle, the apparatus that orchestrates the movement of chromosomes during mitosis.",homologous chromosomes,mitosis,component,component,0.00074960439119963
107,"The two centrosomes of homologous chromosomes will give rise to the mitotic spindle, the apparatus that orchestrates the movement of chromosomes during mitosis.",mitotic spindle,centrosomes,participant,participant,0.31520642248087355
108,"The two centrosomes of homologous chromosomes will give rise to the mitotic spindle, the apparatus that orchestrates the movement of chromosomes during mitosis.",mitotic spindle,mitosis,participant,participant,0.21712570052656252
109,"The two centrosomes of homologous chromosomes will give rise to the mitotic spindle, the apparatus that orchestrates the movement of chromosomes during mitosis.",centrosomes,mitosis,component,component,0.5751617126861855
110,"For example, roughly at the center of each animal cell, the centrosomes are associated with a pair of rod-like objects, the centrioles, which are positioned at right angles to each other.",centrosomes,centrioles,spatial,spatial,0.545853343223582
111,"For example, roughly at the center of each animal cell, the centrosomes are associated with a pair of rod-like objects, the centrioles, which are positioned at right angles to each other.",centrosomes,animal cell,spatial,spatial,0.1419209115492281
112,"For example, roughly at the center of each animal cell, the centrosomes are associated with a pair of rod-like objects, the centrioles, which are positioned at right angles to each other.",centrioles,animal cell,spatial,spatial,0.5609755463380471
113,Centrioles help organize cell division.,centrioles,cell division,functional,functional,0.2126214656416601
114,"We should note, however, that centrioles are not present in the centrosomes of other eukaryotic organisms, such as plants and most fungi.",plants,eukaryotic,no_relationship,no_relationship,0.4785003853907307
115,"We should note, however, that centrioles are not present in the centrosomes of other eukaryotic organisms, such as plants and most fungi.",plants,centrioles,no_relationship,no_relationship,-0.23430089687328085
116,"We should note, however, that centrioles are not present in the centrosomes of other eukaryotic organisms, such as plants and most fungi.",plants,centrosomes,no_relationship,no_relationship,0.29982727989126784
117,"We should note, however, that centrioles are not present in the centrosomes of other eukaryotic organisms, such as plants and most fungi.",plants,fungi,no_relationship,no_relationship,-0.25444751402903915
118,"We should note, however, that centrioles are not present in the centrosomes of other eukaryotic organisms, such as plants and most fungi.",eukaryotic,centrioles,no_relationship,no_relationship,-0.8599313460997869
119,"We should note, however, that centrioles are not present in the centrosomes of other eukaryotic organisms, such as plants and most fungi.",eukaryotic,centrosomes,no_relationship,no_relationship,-0.3343918139769621
120,"We should note, however, that centrioles are not present in the centrosomes of other eukaryotic organisms, such as plants and most fungi.",eukaryotic,fungi,no_relationship,no_relationship,-1.0594321925133168
121,"We should note, however, that centrioles are not present in the centrosomes of other eukaryotic organisms, such as plants and most fungi.",centrioles,centrosomes,taxonomy,taxonomy,0.01887039938811105
122,"We should note, however, that centrioles are not present in the centrosomes of other eukaryotic organisms, such as plants and most fungi.",centrioles,fungi,no_relationship,no_relationship,-0.6655136860893588
123,"We should note, however, that centrioles are not present in the centrosomes of other eukaryotic organisms, such as plants and most fungi.",centrosomes,fungi,taxonomy,taxonomy,-0.05510646355232585
124,"In the G2 phase, the cell replenishes its energy stores and synthesizes proteins necessary for chromosome manipulation and movement.",g2 phase,energy stores,component,component,0.27593708171799075
125,"In the G2 phase, the cell replenishes its energy stores and synthesizes proteins necessary for chromosome manipulation and movement.",g2 phase,cell,no_relationship,no_relationship,-0.9750615053781221
126,"In the G2 phase, the cell replenishes its energy stores and synthesizes proteins necessary for chromosome manipulation and movement.",g2 phase,proteins,participant,participant,0.5937315562618657
127,"In the G2 phase, the cell replenishes its energy stores and synthesizes proteins necessary for chromosome manipulation and movement.",g2 phase,chromosome,no_relationship,no_relationship,-0.6521907667249937
128,"In the G2 phase, the cell replenishes its energy stores and synthesizes proteins necessary for chromosome manipulation and movement.",energy stores,cell,no_relationship,no_relationship,0.6046636912772523
129,"In the G2 phase, the cell replenishes its energy stores and synthesizes proteins necessary for chromosome manipulation and movement.",energy stores,proteins,participant,participant,0.2997875191546577
130,"In the G2 phase, the cell replenishes its energy stores and synthesizes proteins necessary for chromosome manipulation and movement.",energy stores,chromosome,component,component,0.44386379950932325
131,"In the G2 phase, the cell replenishes its energy stores and synthesizes proteins necessary for chromosome manipulation and movement.",cell,proteins,no_relationship,no_relationship,0.3099978942322043
132,"In the G2 phase, the cell replenishes its energy stores and synthesizes proteins necessary for chromosome manipulation and movement.",cell,chromosome,no_relationship,no_relationship,0.2905881375533709
133,"In the G2 phase, the cell replenishes its energy stores and synthesizes proteins necessary for chromosome manipulation and movement.",proteins,chromosome,participant,participant,0.26066305029506326
134,"Some cell organelles are duplicated, and the cytoskeleton is dismantled to provide resources for the mitotic phase.",cytoskeleton,cell organelles,no_relationship,no_relationship,0.25606004005439825
135,"Some cell organelles are duplicated, and the cytoskeleton is dismantled to provide resources for the mitotic phase.",cytoskeleton,mitotic phase,participant,participant,0.44957900648469656
136,"Some cell organelles are duplicated, and the cytoskeleton is dismantled to provide resources for the mitotic phase.",cell organelles,mitotic phase,no_relationship,no_relationship,0.27665397141396236
137,There may be additional cell growth during G2.,g2,cell growth,event_structure,event_structure,0.2321248339603485
138,The final preparations for the mitotic phase must be completed before the cell is able to enter the first stage of mitosis.,cell,mitosis,participant,participant,0.3360810604053122
139,The final preparations for the mitotic phase must be completed before the cell is able to enter the first stage of mitosis.,cell,mitotic phase,participant,participant,0.3093968516890735
140,The final preparations for the mitotic phase must be completed before the cell is able to enter the first stage of mitosis.,mitosis,mitotic phase,causal,event_structure,0.594153089514521
141,"The mitotic phase is a multistep process during which the duplicated chromosomes are aligned, separated, and move into two new, identical daughter cells.",mitotic phase,daughter cells,no_relationship,no_relationship,0.4553088068049197
142,"The mitotic phase is a multistep process during which the duplicated chromosomes are aligned, separated, and move into two new, identical daughter cells.",mitotic phase,multistep process,participant,participant,-0.22962517368985214
143,"The mitotic phase is a multistep process during which the duplicated chromosomes are aligned, separated, and move into two new, identical daughter cells.",mitotic phase,chromosomes,participant,participant,-0.35341432878448137
144,"The mitotic phase is a multistep process during which the duplicated chromosomes are aligned, separated, and move into two new, identical daughter cells.",daughter cells,multistep process,participant,participant,0.25601403805987766
145,"The mitotic phase is a multistep process during which the duplicated chromosomes are aligned, separated, and move into two new, identical daughter cells.",daughter cells,chromosomes,participant,participant,0.22874988527394907
146,"The mitotic phase is a multistep process during which the duplicated chromosomes are aligned, separated, and move into two new, identical daughter cells.",multistep process,chromosomes,component,component,-0.014336799935385105
147,"The first portion of the mitotic phase is called karyokinesis, or nuclear division.",nuclear division,mitotic phase,event_structure,event_structure,-0.0842873190384902
148,"The first portion of the mitotic phase is called karyokinesis, or nuclear division.",nuclear division,karyokinesis,no_relationship,no_relationship,-0.2661832308357003
149,"The first portion of the mitotic phase is called karyokinesis, or nuclear division.",mitotic phase,karyokinesis,event_structure,event_structure,-0.2174054514001351
150,"As we have just seen, the second portion of the mitotic phase (and often viewed as a process separate from and following mitosis) is called cytokinesis—the physical separation of the cytoplasmic components into the two daughter cells.",cytoplasmic,mitotic phase,participant,participant,0.3928475617932672
151,"As we have just seen, the second portion of the mitotic phase (and often viewed as a process separate from and following mitosis) is called cytokinesis—the physical separation of the cytoplasmic components into the two daughter cells.",cytoplasmic,daughter cells,participant,participant,0.07710218791916072
152,"As we have just seen, the second portion of the mitotic phase (and often viewed as a process separate from and following mitosis) is called cytokinesis—the physical separation of the cytoplasmic components into the two daughter cells.",mitotic phase,daughter cells,spatial,spatial,0.7485449118669951
153,"Karyokinesis, also known as mitosis, is divided into a series of phases—prophase, prometaphase, metaphase, anaphase, and telophase—that result in the division of the cell nucleus (Figure ).",anaphase,karyokinesis,event_structure,event_structure,-0.5115576582598554
154,"Karyokinesis, also known as mitosis, is divided into a series of phases—prophase, prometaphase, metaphase, anaphase, and telophase—that result in the division of the cell nucleus (Figure ).",anaphase,prometaphase,event_structure,event_structure,-0.4910227807855191
155,"Karyokinesis, also known as mitosis, is divided into a series of phases—prophase, prometaphase, metaphase, anaphase, and telophase—that result in the division of the cell nucleus (Figure ).",anaphase,cell nucleus,no_relationship,no_relationship,0.28399326437732864
156,"Karyokinesis, also known as mitosis, is divided into a series of phases—prophase, prometaphase, metaphase, anaphase, and telophase—that result in the division of the cell nucleus (Figure ).",anaphase,mitosis,no_relationship,no_relationship,0.3984090158073119
157,"Karyokinesis, also known as mitosis, is divided into a series of phases—prophase, prometaphase, metaphase, anaphase, and telophase—that result in the division of the cell nucleus (Figure ).",karyokinesis,prometaphase,no_relationship,no_relationship,0.2282983196285295
158,"Karyokinesis, also known as mitosis, is divided into a series of phases—prophase, prometaphase, metaphase, anaphase, and telophase—that result in the division of the cell nucleus (Figure ).",karyokinesis,cell nucleus,participant,participant,0.5602580996394557
159,"Karyokinesis, also known as mitosis, is divided into a series of phases—prophase, prometaphase, metaphase, anaphase, and telophase—that result in the division of the cell nucleus (Figure ).",karyokinesis,mitosis,event_structure,event_structure,-0.7780363997119555
160,"Karyokinesis, also known as mitosis, is divided into a series of phases—prophase, prometaphase, metaphase, anaphase, and telophase—that result in the division of the cell nucleus (Figure ).",prometaphase,cell nucleus,participant,participant,0.41448831141082926
161,"Karyokinesis, also known as mitosis, is divided into a series of phases—prophase, prometaphase, metaphase, anaphase, and telophase—that result in the division of the cell nucleus (Figure ).",prometaphase,mitosis,event_structure,event_structure,-0.39056687766429815
162,"Karyokinesis, also known as mitosis, is divided into a series of phases—prophase, prometaphase, metaphase, anaphase, and telophase—that result in the division of the cell nucleus (Figure ).",cell nucleus,mitosis,no_relationship,no_relationship,0.18435843890689357
163,"Prophase (the “first phase”): the nuclear envelope starts to dissociate into small vesicles, and the membranous organelles (such as the Golgi complex [Golgi apparatus] and the endoplasmic reticulum), fragment and disperse toward the periphery of the cell.",endoplasmic reticulum,nuclear envelope,participant,participant,-0.03219632112466506
