task_id,sentence,term_1,term_2,family_mode,family_out,difficulty
21,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",cells,dna,component,component,0.08433692199638597
22,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",cells,synthesize,no_relationship,no_relationship,0.9403576681747176
23,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",cells,plasma membrane,component,component,-0.19672557886691452
24,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",cells,cellular component,component,component,0.8851989170515014
25,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",cells,surrounding environment,spatial,spatial,0.7508666818817292
26,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",cells,genetic material,component,component,0.6212559662520988
27,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",cells,cytoplasm,component,component,0.21056502826640078
28,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",cytosol,ribosomes,no_relationship,no_relationship,1.0141746422543076
29,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",cytosol,dna,no_relationship,no_relationship,0.6227297798113921
30,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",cytosol,synthesize,no_relationship,no_relationship,-0.6692501466145322
31,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",cytosol,plasma membrane,no_relationship,no_relationship,0.7840214010877828
32,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",cytosol,cellular component,spatial,spatial,1.1013554541537083
33,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",cytosol,surrounding environment,no_relationship,no_relationship,0.11391331209655316
34,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",cytosol,genetic material,no_relationship,no_relationship,0.57992114551154
35,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",cytosol,cytoplasm,component,component,0.43282894776552683
36,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",ribosomes,dna,no_relationship,no_relationship,-0.09165487535449138
37,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",ribosomes,synthesize,functional,functional,0.7593685352350158
38,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",ribosomes,plasma membrane,no_relationship,no_relationship,0.2745756220156884
39,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",ribosomes,cellular component,no_relationship,no_relationship,0.9526945064995674
40,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",ribosomes,surrounding environment,no_relationship,no_relationship,0.4371957449890955
41,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",ribosomes,genetic material,no_relationship,no_relationship,-0.22204721583200226
42,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",ribosomes,cytoplasm,spatial,spatial,1.0212003059343817
43,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",dna,synthesize,no_relationship,no_relationship,0.4561189991308627
44,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",dna,plasma membrane,no_relationship,no_relationship,0.5010680410250833
45,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",dna,cellular component,no_relationship,no_relationship,0.9921128418802608
46,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",dna,surrounding environment,no_relationship,no_relationship,-0.22605813092015292
47,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",dna,genetic material,taxonomy,taxonomy,0.9393554798065252
48,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",dna,cytoplasm,no_relationship,no_relationship,0.7567646594868785
49,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",synthesize,plasma membrane,no_relationship,no_relationship,-1.3869970627347032
50,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",synthesize,cellular component,no_relationship,no_relationship,0.5659815428922051
51,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",synthesize,surrounding environment,no_relationship,no_relationship,-1.0719497669013818
52,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",synthesize,genetic material,no_relationship,no_relationship,0.2702546346766161
53,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",synthesize,cytoplasm,no_relationship,no_relationship,-0.715191594805374
54,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",plasma membrane,cellular component,no_relationship,no_relationship,0.9961314400329058
55,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",plasma membrane,surrounding environment,spatial,spatial,0.7833325397933267
56,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",plasma membrane,genetic material,no_relationship,no_relationship,0.38574737551962607
57,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",plasma membrane,cytoplasm,spatial,spatial,0.8801000883306193
58,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",cellular component,surrounding environment,no_relationship,no_relationship,-0.5582900028175668
59,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",cellular component,genetic material,no_relationship,no_relationship,0.7921202320085047
60,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",cellular component,cytoplasm,spatial,spatial,1.133321936308839
61,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",surrounding environment,genetic material,no_relationship,no_relationship,-1.2429310696082219
62,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",surrounding environment,cytoplasm,no_relationship,no_relationship,-0.6379149167120371
63,"All cells share four common components: 1) a plasma membrane, an outer covering that separates the cell’s interior from its surrounding environment; 2) cytoplasm, consisting of a jelly-like cytosol within the cell in which there are other cellular components; 3) DNA, the cell's genetic material; and 4) ribosomes, which synthesize proteins.",genetic material,cytoplasm,no_relationship,no_relationship,0.7022522704649913
64,"However, prokaryotes differ from eukaryotic cells in several ways.",eukaryotic cells,prokaryotes,no_relationship,no_relationship,0.8059816188326475
65,"A prokaryote is a simple, mostly single-celled (unicellular) organism that lacks a nucleus, or any other membrane-bound organelle.",nucleus,membrane-bound organelle,taxonomy,taxonomy,1.0167017965796643
66,"A prokaryote is a simple, mostly single-celled (unicellular) organism that lacks a nucleus, or any other membrane-bound organelle.",nucleus,prokaryote,no_relationship,no_relationship,0.7259182644391836
67,"A prokaryote is a simple, mostly single-celled (unicellular) organism that lacks a nucleus, or any other membrane-bound organelle.",nucleus,unicellular organism,no_relationship,no_relationship,0.11309286243877459
68,"A prokaryote is a simple, mostly single-celled (unicellular) organism that lacks a nucleus, or any other membrane-bound organelle.",membrane-bound organelle,prokaryote,no_relationship,no_relationship,0.641372347809594
69,"A prokaryote is a simple, mostly single-celled (unicellular) organism that lacks a nucleus, or any other membrane-bound organelle.",membrane-bound organelle,unicellular organism,no_relationship,no_relationship,0.43579171547008055
70,"A prokaryote is a simple, mostly single-celled (unicellular) organism that lacks a nucleus, or any other membrane-bound organelle.",prokaryote,unicellular organism,taxonomy,taxonomy,-0.21700525673220777
71,Prokaryotic DNA is in the cell's central part: the nucleoid (Figure ).,nucleoid,prokaryotic dna,component,component,1.0834581748273213
72,Most prokaryotes have a peptidoglycan cell wall and many have a polysaccharide capsule (Figure ).,polysaccharide capsule,prokaryotes,component,component,0.6644039026681109
73,Most prokaryotes have a peptidoglycan cell wall and many have a polysaccharide capsule (Figure ).,polysaccharide capsule,peptidoglycan cell wall,no_relationship,no_relationship,0.6203545847236096
74,Most prokaryotes have a peptidoglycan cell wall and many have a polysaccharide capsule (Figure ).,prokaryotes,peptidoglycan cell wall,component,component,0.19178375507376239
75,"The cell wall acts as an extra layer of protection, helps the cell maintain its shape, and prevents dehydration.",cell wall,prevents dehydration,no_relationship,no_relationship,-0.1944970006499809
76,"The cell wall acts as an extra layer of protection, helps the cell maintain its shape, and prevents dehydration.",cell wall,maintain its shape,no_relationship,no_relationship,0.2501028398144133
77,"The cell wall acts as an extra layer of protection, helps the cell maintain its shape, and prevents dehydration.",prevents dehydration,maintain its shape,no_relationship,no_relationship,-0.9106282176230264
78,The capsule enables the cell to attach to surfaces in its environment.,environment,cell,no_relationship,no_relationship,0.8384123764096927
79,The capsule enables the cell to attach to surfaces in its environment.,environment,capsule,no_relationship,no_relationship,0.8984272108094666
80,The capsule enables the cell to attach to surfaces in its environment.,environment,attach,no_relationship,no_relationship,0.28721170638200494
81,The capsule enables the cell to attach to surfaces in its environment.,cell,capsule,component,component,0.8347010210889845
82,The capsule enables the cell to attach to surfaces in its environment.,cell,attach,no_relationship,no_relationship,1.0256334115338013
83,The capsule enables the cell to attach to surfaces in its environment.,capsule,attach,functional,functional,1.1483683583180258
84,"Some prokaryotes have flagella, pili, or fimbriae.",flagella,fimbriae,no_relationship,no_relationship,0.6259054393605282
85,"Some prokaryotes have flagella, pili, or fimbriae.",flagella,pili,no_relationship,no_relationship,0.23497426941088806
86,"Some prokaryotes have flagella, pili, or fimbriae.",flagella,prokaryotes,component,component,-0.20583161529771557
87,"Some prokaryotes have flagella, pili, or fimbriae.",fimbriae,pili,no_relationship,no_relationship,0.05952697751375648
88,"Some prokaryotes have flagella, pili, or fimbriae.",fimbriae,prokaryotes,component,component,0.004482781712090928
89,"Some prokaryotes have flagella, pili, or fimbriae.",pili,prokaryotes,component,component,-0.016050059724575825
90,Flagella are used for locomotion.,locomotion,flagella,functional,functional,0.48891767614928744
91,"Pili exchange genetic material during conjugation, the process by which one bacterium transfers genetic material to another through direct contact.",transfers,conjugation,causal,causal,0.9853171799890285
92,"Pili exchange genetic material during conjugation, the process by which one bacterium transfers genetic material to another through direct contact.",transfers,pili,functional,functional,1.0635049542480024
93,"Pili exchange genetic material during conjugation, the process by which one bacterium transfers genetic material to another through direct contact.",transfers,contact,no_relationship,no_relationship,1.0338033242665223
94,"Pili exchange genetic material during conjugation, the process by which one bacterium transfers genetic material to another through direct contact.",transfers,bacterium,participant,functional,1.0608645001805224
95,"Pili exchange genetic material during conjugation, the process by which one bacterium transfers genetic material to another through direct contact.",transfers,genetic material,participant,participant,0.9686653857826235
96,"Pili exchange genetic material during conjugation, the process by which one bacterium transfers genetic material to another through direct contact.",conjugation,pili,participant,participant,1.116212705291808
97,"Pili exchange genetic material during conjugation, the process by which one bacterium transfers genetic material to another through direct contact.",conjugation,contact,no_relationship,no_relationship,1.0160161143521682
98,"Pili exchange genetic material during conjugation, the process by which one bacterium transfers genetic material to another through direct contact.",conjugation,bacterium,participant,participant,1.0435180624494635
99,"Pili exchange genetic material during conjugation, the process by which one bacterium transfers genetic material to another through direct contact.",conjugation,genetic material,participant,participant,0.9868850877321268
100,"Pili exchange genetic material during conjugation, the process by which one bacterium transfers genetic material to another through direct contact.",pili,contact,no_relationship,no_relationship,0.7768932832091795
101,"Pili exchange genetic material during conjugation, the process by which one bacterium transfers genetic material to another through direct contact.",pili,bacterium,component,component,0.7775816263231569
102,"Pili exchange genetic material during conjugation, the process by which one bacterium transfers genetic material to another through direct contact.",pili,genetic material,no_relationship,no_relationship,0.7244089598916517
103,"Pili exchange genetic material during conjugation, the process by which one bacterium transfers genetic material to another through direct contact.",contact,bacterium,no_relationship,no_relationship,0.6513396603968077
104,"Pili exchange genetic material during conjugation, the process by which one bacterium transfers genetic material to another through direct contact.",contact,genetic material,no_relationship,no_relationship,0.4134001260906195
105,"Pili exchange genetic material during conjugation, the process by which one bacterium transfers genetic material to another through direct contact.",bacterium,genetic material,component,component,1.0053080206186706
106,Bacteria use fimbriae to attach to a host cell.,fimbriae,host cell,no_relationship,no_relationship,0.9139196006822347
107,Bacteria use fimbriae to attach to a host cell.,fimbriae,attach,functional,functional,0.9641821692305405
108,Bacteria use fimbriae to attach to a host cell.,fimbriae,bacteria,component,component,0.6509381617441453
109,Bacteria use fimbriae to attach to a host cell.,host cell,attach,no_relationship,no_relationship,0.9469287845606957
110,Bacteria use fimbriae to attach to a host cell.,host cell,bacteria,no_relationship,no_relationship,0.6675821270283355
111,Bacteria use fimbriae to attach to a host cell.,attach,bacteria,no_relationship,functional,1.105244534104082
112,Because microbes (organisms so tiny that they can only be seen with microscopes) are ubiquitous.,organisms,microscopes,no_relationship,no_relationship,-0.8718348645861747
113,Because microbes (organisms so tiny that they can only be seen with microscopes) are ubiquitous.,organisms,microbes,taxonomy,taxonomy,-0.4800228974470194
114,Because microbes (organisms so tiny that they can only be seen with microscopes) are ubiquitous.,microscopes,microbes,no_relationship,no_relationship,-1.1884140381470523
115,"If someone sneezes into his hand and touches a doorknob, and afterwards you touch that same doorknob, the microbes from the sneezer’s mucus are now on your hands.",mucus,microbes,component,component,1.1837479891506482
116,"If you touch your hands to your mouth, nose, or eyes, those microbes can enter your body and could make you sick.",microbes,body,spatial,spatial,1.0690211288851044
117,"However, not all microbes (also called microorganisms) cause disease; most are actually beneficial.",disease,microorganisms,no_relationship,no_relationship,0.2381237435969177
118,"However, not all microbes (also called microorganisms) cause disease; most are actually beneficial.",disease,microbes,no_relationship,no_relationship,0.5186760432428165
119,"However, not all microbes (also called microorganisms) cause disease; most are actually beneficial.",microorganisms,microbes,taxonomy,taxonomy,-0.17368705821075858
120,You have microbes in your gut that make vitamin K.,microbes,vitamin k,no_relationship,no_relationship,0.7072794306841305
121,You have microbes in your gut that make vitamin K.,microbes,gut,spatial,spatial,0.30631288194556555
122,You have microbes in your gut that make vitamin K.,vitamin k,gut,no_relationship,no_relationship,0.7403197287161872
123,Microbiologists are scientists who study microbes.,microbiologists,microbes,no_relationship,no_relationship,-0.8382505047953237
124,Microbiologists can pursue a number of careers.,microbiologists,careers,taxonomy,taxonomy,0.8543127297726891
125,"Not only do they work in the food industry, they are also employed in the veterinary and medical fields.",food industry,veterinary and medical fields,no_relationship,no_relationship,-0.6576755787511858
126,"They ( microbiologists ) can work in the pharmaceutical sector, serving key roles in research and development by identifying new antibiotic sources that can treat bacterial infections.",treat,bacterial infections,functional,no_relationship,0.973329468766644
127,"They ( microbiologists ) can work in the pharmaceutical sector, serving key roles in research and development by identifying new antibiotic sources that can treat bacterial infections.",treat,development,no_relationship,no_relationship,1.0016585084880347
128,"They ( microbiologists ) can work in the pharmaceutical sector, serving key roles in research and development by identifying new antibiotic sources that can treat bacterial infections.",treat,antibiotic source,functional,functional,1.102726887117765
129,"They ( microbiologists ) can work in the pharmaceutical sector, serving key roles in research and development by identifying new antibiotic sources that can treat bacterial infections.",treat,microbiologists,functional,functional,1.0271293459610409
130,"They ( microbiologists ) can work in the pharmaceutical sector, serving key roles in research and development by identifying new antibiotic sources that can treat bacterial infections.",treat,pharmaceutical sector,no_relationship,no_relationship,0.7810871827790605
131,"They ( microbiologists ) can work in the pharmaceutical sector, serving key roles in research and development by identifying new antibiotic sources that can treat bacterial infections.",bacterial infections,development,no_relationship,no_relationship,0.1625524933878204
132,"They ( microbiologists ) can work in the pharmaceutical sector, serving key roles in research and development by identifying new antibiotic sources that can treat bacterial infections.",bacterial infections,antibiotic source,no_relationship,no_relationship,-0.1401152481106982
133,"They ( microbiologists ) can work in the pharmaceutical sector, serving key roles in research and development by identifying new antibiotic sources that can treat bacterial infections.",bacterial infections,microbiologists,no_relationship,no_relationship,-0.5436235433703566
134,"They ( microbiologists ) can work in the pharmaceutical sector, serving key roles in research and development by identifying new antibiotic sources that can treat bacterial infections.",bacterial infections,pharmaceutical sector,no_relationship,no_relationship,-0.32161467561318596
135,"They ( microbiologists ) can work in the pharmaceutical sector, serving key roles in research and development by identifying new antibiotic sources that can treat bacterial infections.",development,antibiotic source,functional,no_relationship,1.0457625769049526
136,"They ( microbiologists ) can work in the pharmaceutical sector, serving key roles in research and development by identifying new antibiotic sources that can treat bacterial infections.",development,microbiologists,functional,functional,1.0279626150517507
137,"They ( microbiologists ) can work in the pharmaceutical sector, serving key roles in research and development by identifying new antibiotic sources that can treat bacterial infections.",development,pharmaceutical sector,functional,functional,0.9740260764817934
138,"They ( microbiologists ) can work in the pharmaceutical sector, serving key roles in research and development by identifying new antibiotic sources that can treat bacterial infections.",antibiotic source,microbiologists,no_relationship,no_relationship,-0.9070671486464786
139,"They ( microbiologists ) can work in the pharmaceutical sector, serving key roles in research and development by identifying new antibiotic sources that can treat bacterial infections.",antibiotic source,pharmaceutical sector,no_relationship,no_relationship,-0.30605920754926763
140,"They ( microbiologists ) can work in the pharmaceutical sector, serving key roles in research and development by identifying new antibiotic sources that can treat bacterial infections.",microbiologists,pharmaceutical sector,component,component,1.0607627166105562
141,"Environmental microbiologists may look for new ways to use specially selected or genetically engineered microbes to remove pollutants from soil or groundwater, as well as hazardous elements from contaminated sites.",groundwater,microbes,component,no_relationship,1.0535339272095592
142,"Environmental microbiologists may look for new ways to use specially selected or genetically engineered microbes to remove pollutants from soil or groundwater, as well as hazardous elements from contaminated sites.",groundwater,microbiologists,no_relationship,no_relationship,-0.7659245387673715
143,"Environmental microbiologists may look for new ways to use specially selected or genetically engineered microbes to remove pollutants from soil or groundwater, as well as hazardous elements from contaminated sites.",groundwater,contaminated site,no_relationship,no_relationship,0.9406997572531345
144,"Environmental microbiologists may look for new ways to use specially selected or genetically engineered microbes to remove pollutants from soil or groundwater, as well as hazardous elements from contaminated sites.",groundwater,hazardous elements,no_relationship,no_relationship,0.9448202992047736
