id,user,paragraph_id,term_1,term_2,base_term_1,base_term_2,family,relationship,family_id_time,relationship_id_time,total_time,task_id,task_completion_time
9727,DBXY1232d7c8f1fafc0efe4fc4f,10,fimbriae,prokaryotes,fimbriae,prokaryote,no_relationship,NA,0.8197557926177979,0,0.8197557926177979,88,2020-07-17 18:10:01.277381
9728,DBXY1232d7c8f1fafc0efe4fc4f,10,pili,prokaryotes,pili,prokaryote,no_relationship,NA,0.7665257453918457,0,0.7665257453918457,89,2020-07-17 18:10:02.206815
9730,billy,10,fimbriae,pili,fimbriae,pili,no_relationship,NA,8.193454265594482,0,8.193454265594482,87,2020-07-17 18:10:03.924272
9731,DBXY1232d7c8f1fafc0efe4fc4f,12,transfers,conjugation,transfer,conjugation,dont_know,NA,0.8952245712280273,0,0.8952245712280273,91,2020-07-17 18:10:04.468658
9732,billy,10,fimbriae,prokaryotes,fimbriae,prokaryote,no_relationship,NA,0.822857141494751,0,0.822857141494751,88,2020-07-17 18:10:04.927617
9706,DBXY1232d7c8f1fafc0efe4fc4f,7,polysaccharide capsule,prokaryotes,polysaccharide capsule,prokaryote,no_relationship,NA,1.551607370376587,0,1.551607370376587,72,2020-07-17 18:09:40.914657
9707,billy,9,cell,attach,cell,attach,dont_know,NA,1.5234432220458984,0,1.5234432220458984,82,2020-07-17 18:09:41.920431
9708,DBXY1232d7c8f1fafc0efe4fc4f,7,polysaccharide capsule,peptidoglycan cell wall,polysaccharide capsule,peptidoglycan cell wall,no_relationship,NA,0.8503172397613525,0,0.8503172397613525,73,2020-07-17 18:09:41.932797
9709,DBXY1232d7c8f1fafc0efe4fc4f,7,prokaryotes,peptidoglycan cell wall,prokaryote,peptidoglycan cell wall,no_relationship,NA,1.344804048538208,0,1.344804048538208,74,2020-07-17 18:09:43.452858
9710,DBXY1232d7c8f1fafc0efe4fc4f,8,cell wall,prevents dehydration,cell wall,prevent dehydration,no_relationship,NA,1.0033786296844482,0,1.0033786296844482,75,2020-07-17 18:09:44.617257
9711,DBXY1232d7c8f1fafc0efe4fc4f,8,cell wall,maintain its shape,cell wall,maintain shape,no_relationship,NA,1.1439712047576904,0,1.1439712047576904,76,2020-07-17 18:09:45.927734
9714,DBXY1232d7c8f1fafc0efe4fc4f,9,environment,capsule,environment,capsule,no_relationship,NA,0.827916145324707,0,0.827916145324707,79,2020-07-17 18:09:49.895817
9715,DBXY1232d7c8f1fafc0efe4fc4f,9,environment,attach,environment,attach,dont_know,NA,1.5525431632995605,0,1.5525431632995605,80,2020-07-17 18:09:51.61553
9719,billy,10,flagella,fimbriae,flagella,fimbriae,no_relationship,NA,0.8116888999938965,0,0.8116888999938965,84,2020-07-17 18:09:53.978381
9724,DBXY1232d7c8f1fafc0efe4fc4f,10,flagella,pili,flagella,pili,no_relationship,NA,0.9192774295806885,0,0.9192774295806885,85,2020-07-17 18:09:57.417944
9725,DBXY1232d7c8f1fafc0efe4fc4f,10,flagella,prokaryotes,flagella,prokaryote,no_relationship,NA,1.0786609649658203,0,1.0786609649658203,86,2020-07-17 18:09:58.666
9726,DBXY1232d7c8f1fafc0efe4fc4f,10,fimbriae,pili,fimbriae,pili,no_relationship,NA,1.4478907585144043,0,1.4478907585144043,87,2020-07-17 18:10:00.295481
9729,DBXY1232d7c8f1fafc0efe4fc4f,11,locomotion,flagella,locomotion,flagella,dont_know,NA,1.007112979888916,0,1.007112979888916,90,2020-07-17 18:10:03.399927
9733,DBXY1232d7c8f1fafc0efe4fc4f,12,transfers,pili,transfer,pili,dont_know,NA,1.1183655261993408,0,1.1183655261993408,92,2020-07-17 18:10:05.750138
9734,billy,10,pili,prokaryotes,pili,prokaryote,no_relationship,NA,1.1227104663848877,0,1.1227104663848877,89,2020-07-17 18:10:06.203199
9735,DBXY1232d7c8f1fafc0efe4fc4f,12,transfers,contact,transfer,contact,dont_know,NA,1.038346529006958,0,1.038346529006958,93,2020-07-17 18:10:06.960946
9736,DBXY1232d7c8f1fafc0efe4fc4f,12,transfers,bacterium,transfer,bacterium,dont_know,NA,0.9366564750671387,0,0.9366564750671387,94,2020-07-17 18:10:08.060079
9737,DBXY1232d7c8f1fafc0efe4fc4f,12,transfers,genetic material,transfer,genetic material,dont_know,NA,0.9709663391113281,0,0.9709663391113281,95,2020-07-17 18:10:09.192735
9738,billy,11,locomotion,flagella,locomotion,flagella,dont_know,NA,3.1623802185058594,0,3.1623802185058594,90,2020-07-17 18:10:09.523507
9739,DBXY1232d7c8f1fafc0efe4fc4f,12,conjugation,pili,conjugation,pili,dont_know,NA,0.7525022029876709,0,0.7525022029876709,96,2020-07-17 18:10:10.103018
9740,DBXY1232d7c8f1fafc0efe4fc4f,12,conjugation,contact,conjugation,contact,dont_know,NA,1.0261638164520264,0,1.0261638164520264,97,2020-07-17 18:10:11.311057
9741,DBXY1232d7c8f1fafc0efe4fc4f,12,conjugation,bacterium,conjugation,bacterium,dont_know,NA,0.8811979293823242,0,0.8811979293823242,98,2020-07-17 18:10:12.347333
9742,DBXY1232d7c8f1fafc0efe4fc4f,12,conjugation,genetic material,conjugation,genetic material,dont_know,NA,0.9406623840332031,0,0.9406623840332031,99,2020-07-17 18:10:13.441758
9743,DBXY1232d7c8f1fafc0efe4fc4f,12,pili,contact,pili,contact,no_relationship,NA,1.2537076473236084,0,1.2537076473236084,100,2020-07-17 18:10:14.873392
9744,DBXY1232d7c8f1fafc0efe4fc4f,12,pili,bacterium,pili,bacterium,no_relationship,NA,1.3569653034210205,0,1.3569653034210205,101,2020-07-17 18:10:16.386607
9745,DBXY1232d7c8f1fafc0efe4fc4f,12,pili,genetic material,pili,genetic material,no_relationship,NA,0.9973978996276855,0,0.9973978996276855,102,2020-07-17 18:10:17.537056
9746,DBXY1232d7c8f1fafc0efe4fc4f,12,contact,bacterium,contact,bacterium,dont_know,NA,0.9437756538391113,0,0.9437756538391113,103,2020-07-17 18:10:18.635019
9747,billy,12,transfers,conjugation,transfer,conjugation,dont_know,NA,9.440576553344727,0,9.440576553344727,91,2020-07-17 18:10:19.132695
9748,DBXY1232d7c8f1fafc0efe4fc4f,12,contact,genetic material,contact,genetic material,dont_know,NA,0.8760945796966553,0,0.8760945796966553,104,2020-07-17 18:10:19.669453
9749,DBXY1232d7c8f1fafc0efe4fc4f,12,bacterium,genetic material,bacterium,genetic material,dont_know,NA,1.6820838451385498,0,1.6820838451385498,105,2020-07-17 18:10:21.516468
9750,DBXY1232d7c8f1fafc0efe4fc4f,13,fimbriae,host cell,fimbriae,host cell,no_relationship,NA,1.0533690452575684,0,1.0533690452575684,106,2020-07-17 18:10:22.73017
9751,DBXY1232d7c8f1fafc0efe4fc4f,13,fimbriae,attach,fimbriae,attach,dont_know,NA,0.9036073684692383,0,0.9036073684692383,107,2020-07-17 18:10:23.799332
9752,DBXY1232d7c8f1fafc0efe4fc4f,13,fimbriae,bacteria,fimbriae,bacterium,dont_know,NA,1.3063859939575195,0,1.3063859939575195,108,2020-07-17 18:10:25.281919
9753,DBXY1232d7c8f1fafc0efe4fc4f,13,host cell,attach,host cell,attach,dont_know,NA,1.6098823547363281,0,1.6098823547363281,109,2020-07-17 18:10:27.049555
9754,DBXY1232d7c8f1fafc0efe4fc4f,13,host cell,bacteria,host cell,bacterium,dont_know,NA,1.2054953575134277,0,1.2054953575134277,110,2020-07-17 18:10:28.411156
9755,DBXY1232d7c8f1fafc0efe4fc4f,13,attach,bacteria,attach,bacterium,dont_know,NA,1.1837055683135986,0,1.1837055683135986,111,2020-07-17 18:10:29.752073
9756,DBXY1232d7c8f1fafc0efe4fc4f,14,organisms,microscopes,organism,microscope,dont_know,NA,1.1290178298950195,0,1.1290178298950195,112,2020-07-17 18:10:31.04503
9757,DBXY1232d7c8f1fafc0efe4fc4f,14,organisms,microbes,organism,microbe,dont_know,NA,0.9681413173675537,0,0.9681413173675537,113,2020-07-17 18:10:32.210116
9758,DBXY1232d7c8f1fafc0efe4fc4f,14,microscopes,microbes,microscope,microbe,dont_know,NA,0.8838319778442383,0,0.8838319778442383,114,2020-07-17 18:10:33.258595
9759,DBXY1232d7c8f1fafc0efe4fc4f,15,mucus,microbes,mucus,microbe,dont_know,NA,0.7915477752685547,0,0.7915477752685547,115,2020-07-17 18:10:34.238323
9760,DBXY1232d7c8f1fafc0efe4fc4f,16,microbes,body,microbe,body,dont_know,NA,1.7889418601989746,0,1.7889418601989746,116,2020-07-17 18:10:36.197543
9761,billy,12,transfers,pili,transfer,pili,dont_know,NA,43.398188829422,0,43.398188829422,92,2020-07-17 18:11:02.681669
9762,bobby,18,microbes,gut,microbe,gut,no_relationship,NA,2.141129732131958,0,2.141129732131958,121,2020-07-17 18:19:54.243866
9763,bobby,18,vitamin k,gut,vitamin k,gut,no_relationship,NA,6.215614080429077,0,6.215614080429077,122,2020-07-17 18:20:00.621024
9764,bobby,19,microbiologists,microbes,microbiologist,microbe,spatial,resides against,0.6750648021697998,1.682706356048584,2.357771158218384,123,2020-07-17 18:20:03.710347
9765,bobby,20,microbiologists,careers,microbiologist,careers,dont_know,NA,0.9762704372406006,0,0.9762704372406006,124,2020-07-17 18:20:04.890212
9766,bobby,21,food industry,veterinary and medical fields,food industry,veterinary and medical fields,dont_know,NA,1.0753567218780518,0,1.0753567218780518,125,2020-07-17 18:20:06.146504
9767,bobby,22,treat,bacterial infections,treat,bacterial infection,NA,asdf,0.4426429271697998,3.0712671279907227,3.5139100551605225,126,2020-07-17 18:20:09.894024
9768,bobby,22,treat,development,treat,development,dont_know,NA,1.0299770832061768,0,1.0299770832061768,127,2020-07-17 18:20:11.095429
9769,bobby,22,treat,antibiotic source,treat,antibiotic source,dont_know,NA,0.678520917892456,0,0.678520917892456,128,2020-07-17 18:20:11.947181
9770,bobby,22,treat,microbiologists,treat,microbiologist,dont_know,NA,0.8205955028533936,0,0.8205955028533936,129,2020-07-17 18:20:12.925881
9771,bobby,22,treat,pharmaceutical sector,treat,pharmaceutical sector,dont_know,NA,1.337867021560669,0,1.337867021560669,130,2020-07-17 18:20:14.43292
9777,bobby,22,development,microbiologists,development,microbiologist,dont_know,NA,1.0284788608551025,0,1.0284788608551025,136,2020-07-17 18:20:19.096158
9778,THISISFINE,22,treat,antibiotic source,treat,antibiotic source,dont_know,NA,4.572236776351929,0,4.572236776351929,128,2020-07-17 18:20:24.340199
9780,bobby,22,development,pharmaceutical sector,development,pharmaceutical sector,no_relationship,NA,8.66232943534851,0,8.66232943534851,137,2020-07-17 18:20:27.90911
9781,THISISFINE,22,treat,pharmaceutical sector,treat,pharmaceutical sector,dont_know,NA,2.4948158264160156,0,2.4948158264160156,130,2020-07-17 18:20:29.363404
9782,bobby,22,antibiotic source,microbiologists,antibiotic source,microbiologist,no_relationship,NA,1.9880151748657227,0,1.9880151748657227,138,2020-07-17 18:20:30.049052
9784,bobby,22,antibiotic source,pharmaceutical sector,antibiotic source,pharmaceutical sector,no_relationship,NA,1.3371429443359375,0,1.3371429443359375,139,2020-07-17 18:20:31.57206
9785,bobby,22,microbiologists,pharmaceutical sector,microbiologist,pharmaceutical sector,no_relationship,NA,0.9774081707000732,0,0.9774081707000732,140,2020-07-17 18:20:32.717261
9786,bobby,23,groundwater,microbes,groundwater,microbe,no_relationship,NA,0.9801113605499268,0,0.9801113605499268,141,2020-07-17 18:20:33.843056
9787,THISISFINE,22,bacterial infections,antibiotic source,bacterial infection,antibiotic source,dont_know,NA,2.5711119174957275,0,2.5711119174957275,132,2020-07-17 18:20:34.191566
9790,THISISFINE,22,bacterial infections,microbiologists,bacterial infection,microbiologist,no_relationship,NA,1.982848882675171,0,1.982848882675171,133,2020-07-17 18:20:36.329668
9791,bobby,23,groundwater,hazardous elements,groundwater,hazardous element,no_relationship,NA,0.6482386589050293,0,0.6482386589050293,144,2020-07-17 18:20:36.661608
9792,THISISFINE,22,bacterial infections,pharmaceutical sector,bacterial infection,pharmaceutical sector,no_relationship,NA,1.4964592456817627,0,1.4964592456817627,134,2020-07-17 18:20:37.999464
9793,bobby,23,groundwater,soil,groundwater,soil,dont_know,NA,1.9836349487304688,0,1.9836349487304688,145,2020-07-17 18:20:38.849235
9794,THISISFINE,22,development,antibiotic source,development,antibiotic source,dont_know,NA,1.7707679271697998,0,1.7707679271697998,135,2020-07-17 18:20:39.943293
9795,bobby,23,groundwater,environmental microbiologist,groundwater,environmental microbiologist,no_relationship,NA,1.1256780624389648,0,1.1256780624389648,146,2020-07-17 18:20:40.136359
9797,THISISFINE,22,development,pharmaceutical sector,development,pharmaceutical sector,dont_know,NA,1.4454095363616943,0,1.4454095363616943,137,2020-07-17 18:20:43.027667
9804,THISISFINE,23,groundwater,hazardous elements,groundwater,hazardous element,dont_know,NA,1.5942366123199463,0,1.5942366123199463,144,2020-07-17 18:20:54.633721
9807,THISISFINE,23,groundwater,environmental microbiologist,groundwater,environmental microbiologist,dont_know,NA,1.5390892028808594,0,1.5390892028808594,146,2020-07-17 18:20:58.108822
9810,THISISFINE,23,microbes,contaminated site,microbe,contaminated site,no_relationship,NA,1.6053707599639893,0,1.6053707599639893,149,2020-07-17 18:21:03.452019
9772,bobby,22,bacterial infections,development,bacterial infection,development,dont_know,NA,0.6304752826690674,0,0.6304752826690674,131,2020-07-17 18:20:15.232391
9773,bobby,22,bacterial infections,antibiotic source,bacterial infection,antibiotic source,no_relationship,NA,0.6441679000854492,0,0.6441679000854492,132,2020-07-17 18:20:16.047521
9774,bobby,22,bacterial infections,microbiologists,bacterial infection,microbiologist,no_relationship,NA,0.6452805995941162,0,0.6452805995941162,133,2020-07-17 18:20:16.848
9775,bobby,22,bacterial infections,pharmaceutical sector,bacterial infection,pharmaceutical sector,no_relationship,NA,0.37532687187194824,0,0.37532687187194824,134,2020-07-17 18:20:17.389382
9776,bobby,22,development,antibiotic source,development,antibiotic source,dont_know,NA,0.3463263511657715,0,0.3463263511657715,135,2020-07-17 18:20:17.910942
9779,THISISFINE,22,treat,microbiologists,treat,microbiologist,dont_know,NA,2.216115951538086,0,2.216115951538086,129,2020-07-17 18:20:26.710573
9783,THISISFINE,22,bacterial infections,development,bacterial infection,development,dont_know,NA,1.819930076599121,0,1.819930076599121,131,2020-07-17 18:20:31.468079
9788,bobby,23,groundwater,microbiologists,groundwater,microbiologist,no_relationship,NA,1.0213210582733154,0,1.0213210582733154,142,2020-07-17 18:20:35.02461
9789,bobby,23,groundwater,contaminated site,groundwater,contaminated site,no_relationship,NA,0.6616227626800537,0,0.6616227626800537,143,2020-07-17 18:20:35.846891
9796,THISISFINE,22,development,microbiologists,development,microbiologist,dont_know,NA,1.3053467273712158,0,1.3053467273712158,136,2020-07-17 18:20:41.425143
9798,THISISFINE,22,antibiotic source,microbiologists,antibiotic source,microbiologist,dont_know,NA,1.7122149467468262,0,1.7122149467468262,138,2020-07-17 18:20:44.900136
9799,THISISFINE,22,antibiotic source,pharmaceutical sector,antibiotic source,pharmaceutical sector,dont_know,NA,1.5922696590423584,0,1.5922696590423584,139,2020-07-17 18:20:46.689855
9800,THISISFINE,22,microbiologists,pharmaceutical sector,microbiologist,pharmaceutical sector,dont_know,NA,1.1669824123382568,0,1.1669824123382568,140,2020-07-17 18:20:48.015477
9801,THISISFINE,23,groundwater,microbes,groundwater,microbe,dont_know,NA,1.2059712409973145,0,1.2059712409973145,141,2020-07-17 18:20:49.385088
9802,THISISFINE,23,groundwater,microbiologists,groundwater,microbiologist,dont_know,NA,1.7999460697174072,0,1.7999460697174072,142,2020-07-17 18:20:51.344093
9803,THISISFINE,23,groundwater,contaminated site,groundwater,contaminated site,no_relationship,NA,1.356368064880371,0,1.356368064880371,143,2020-07-17 18:20:52.875207
9805,THISISFINE,23,groundwater,soil,groundwater,soil,no_relationship,NA,1.6066341400146484,0,1.6066341400146484,145,2020-07-17 18:20:56.407099
9806,bobby,23,groundwater,genetically engineered microbe,groundwater,genetically engineered microbe,no_relationship,NA,17.616594314575195,0,17.616594314575195,147,2020-07-17 18:20:57.922394
9808,THISISFINE,23,groundwater,genetically engineered microbe,groundwater,genetically engineered microbe,no_relationship,NA,1.4099431037902832,0,1.4099431037902832,147,2020-07-17 18:20:59.690693
