,paragraph_idx,url,sentence,section_title,sentence_id,chapter,section
36,5,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"I'll have a lot of different options, and I'll be just fine.""",what-is-stress#67444,37,14,1
37,5,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Clearly, Robin and Madhuri have different outlooks on what might turn out to be a very serious situation: Robin seems to think that little could be done about it, whereas Madhuri believes that, worst case scenario, a number of options that are likely to be effective would be available.",what-is-stress#67444,38,14,1
38,5,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"As such, Robin would clearly experience greater stress than would Madhuri.",what-is-stress#67444,39,14,1
39,6,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"To be sure, some stressors are inherently more stressful than others in that they are more threatening and leave less potential for variation in cognitive appraisals (e.g., objective threats to one's health or safety).",what-is-stress#67444,40,14,1
40,6,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Nevertheless, appraisal will still play a role in augmenting or diminishing our reactions to such events (Everly & Lating, 2002).",what-is-stress#67444,41,14,1
41,7,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"If a person appraises an event as harmful and believes that the demands imposed by the event exceed the available resources to manage or adapt to it, the person will subjectively experience a state of stress.",what-is-stress#67444,42,14,1
42,7,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"In contrast, if one does not appraise the same event as harmful or threatening, she is unlikely to experience stress.",what-is-stress#67444,43,14,1
43,7,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"According to this definition, environmental events trigger stress reactions by the way they are interpreted and the meanings they are assigned.",what-is-stress#67444,44,14,1
44,7,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"In short, stress is largely in the eye of the beholder: it's not so much what happens to you as it is how you respond (Selye, 1976).",what-is-stress#67444,45,14,1
45,8,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Although stress carries a negative connotation, at times it may be of some benefit.",what-is-stress#67444,46,14,1
46,8,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Stress can motivate us to do things in our best interests, such as study for exams, visit the doctor regularly, exercise, and perform to the best of our ability at work.",what-is-stress#67444,47,14,1
47,8,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Indeed, Selye (1974) pointed out that not all stress is harmful.",what-is-stress#67444,48,14,1
48,8,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"He argued that stress can sometimes be a positive, motivating force that can improve the quality of our lives.",what-is-stress#67444,49,14,1
49,8,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"This kind of stress, which Selye called eustress (from the Greek eu = ""good""), is a good kind of stress associated with positive feelings, optimal health, and performance.",what-is-stress#67444,50,14,1
50,8,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,A moderate amount of stress can be beneficial in challenging situations.,what-is-stress#67444,51,14,1
51,8,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"For example, athletes may be motivated and energized by pregame stress, and students may experience similar beneficial stress before a major exam.",what-is-stress#67444,52,14,1
52,8,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Indeed, research shows that moderate stress can enhance both immediate and delayed recall of educational material.",what-is-stress#67444,53,14,1
53,8,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Male participants in one study who memorized a scientific text passage showed improved memory of the passage immediately after exposure to a mild stressor as well as one day following exposure to the stressor (Hupbach & Fieman, 2012).",what-is-stress#67444,54,14,1
54,9,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,Increasing one's level of stress will cause performance to change in a predictable way.,what-is-stress#67444,55,14,1
55,9,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"As shown in Figure 14.4, as stress increases, so do performance and general well-being (eustress); when stress levels reach an optimal level (the highest point of the curve), performance reaches its peak.",what-is-stress#67444,56,14,1
56,9,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"A person at this stress level is colloquially at the top of his game, meaning he feels fully energized, focused, and can work with minimal effort and maximum efficiency.",what-is-stress#67444,57,14,1
57,9,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"But when stress exceeds this optimal level, it is no longer a positive force - it becomes excessive and debilitating, or what Selye termed distress (from the Latin dis = ""bad"").",what-is-stress#67444,58,14,1
58,9,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"People who reach this level of stress feel burned out; they are fatigued, exhausted, and their performance begins to decline.",what-is-stress#67444,59,14,1
59,9,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"If the stress remains excessive, health may begin to erode as well (Everly & Lating, 2002).",what-is-stress#67444,60,14,1
60,9,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,A good example of distress is severe test anxiety.,what-is-stress#67444,61,14,1
61,9,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"When students are feeling very stressed about a test, negative emotions combined with physical symptoms may make concentration difficult, thereby negatively affecting test scores.",what-is-stress#67444,62,14,1
62,10,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Stress is everywhere and, as shown in Figure 14.5, it has been on the rise over the last several years.",what-is-stress#67444,63,14,1
63,10,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,Each of us is acquainted with stress - some are more familiar than others.,what-is-stress#67444,64,14,1
64,10,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"In many ways, stress feels like a load you just can't carry - a feeling you experience when, for example, you have to drive somewhere in a blizzard, when you wake up late the morning of an important job interview, when you run out of money before the next pay period, and before taking an important exam for which you realize you are not fully prepared.",what-is-stress#67444,65,14,1
65,11,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Stress is an experience that evokes a variety of responses, including those that are physiological (e.g., accelerated heart rate, headaches, or gastrointestinal problems), cognitive (e.g., difficulty concentrating or making decisions), and behavioral (e.g., drinking alcohol, smoking, or taking actions directed at eliminating the cause of the stress).",what-is-stress#67444,66,14,1
66,11,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Although stress can be positive at times, it can have deleterious health implications, contributing to the onset and progression of a variety of physical illnesses and diseases (Cohen & Herbert, 1996).",what-is-stress#67444,67,14,1
67,12,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"The scientific study of how stress and other psychological factors impact health falls within the realm of health psychology, a subfield of psychology devoted to understanding the importance of psychological influences on health, illness, and how people respond when they become ill (Taylor, 1999).",what-is-stress#67444,68,14,1
68,12,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Health psychology emerged as a discipline in the 1970s, a time during which there was increasing awareness of the role behavioral and lifestyle factors play in the development of illnesses and diseases (Straub, 2007).",what-is-stress#67444,69,14,1
69,12,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"In addition to studying the connection between stress and illness, health psychologists investigate issues such as why people make certain lifestyle choices (e.g., smoking or eating unhealthy food despite knowing the potential adverse health implications of such behaviors).",what-is-stress#67444,70,14,1
70,12,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,Health psychologists also design and investigate the effectiveness of interventions aimed at changing unhealthy behaviors.,what-is-stress#67444,71,14,1
71,12,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Perhaps one of the more fundamental tasks of health psychologists is to identify which groups of people are especially at risk for negative health outcomes, based on psychological or behavioral factors.",what-is-stress#67444,72,14,1
72,12,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"For example, measuring differences in stress levels among demographic groups and how these levels change over time can help identify populations who may have an increased risk for illness or disease.",what-is-stress#67444,73,14,1
73,13,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Figure 14.6 depicts the results of three national surveys in which several thousand individuals from different demographic groups completed a brief stress questionnaire; the surveys were administered in 1983, 2006, and 2009 (Cohen & Janicki-Deverts, 2012).",what-is-stress#67444,74,14,1
74,13,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,All three surveys demonstrated higher stress in women than in men.,what-is-stress#67444,75,14,1
75,13,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Unemployed individuals reported high levels of stress in all three surveys, as did those with less education and income; retired persons reported the lowest stress levels.",what-is-stress#67444,76,14,1
76,13,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"However, from 2006 to 2009 the greatest increase in stress levels occurred among men, Hispanics people aged 45Û_ÌãÌÂ64, college graduates, and those with full-time employment.",what-is-stress#67444,77,14,1
77,13,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"One interpretation of these findings is that concerns surrounding the 2008Û_ÌãÌÂ2009 economic downturn (e.g., threat of or actual job loss and substantial loss of retirement savings) may have been especially stressful to college-educated employed men with limited time remaining in their working careers.",what-is-stress#67444,78,14,1
78,14,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"As previously stated, scientific interest in stress goes back nearly a century.",what-is-stress#67444,79,14,1
79,14,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"One of the early pioneers in the study of stress was Walter Cannon, an eminent American physiologist at Harvard Medical School (Figure 14.7).",what-is-stress#67444,80,14,1
80,14,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"In the early part of the 20th century, Cannon was the first to identify the body's physiological reactions to stress.",what-is-stress#67444,81,14,1
81,15,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,Imagine that you are hiking in the beautiful mountains of Colorado on a warm and sunny spring day.,what-is-stress#67444,82,14,1
82,15,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"At one point during your hike, a large, frightening-looking black bear appears from behind a stand of trees and sits about 50 yards from you.",what-is-stress#67444,83,14,1
83,15,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"The bear notices you, sits up, and begins to lumber in your direction.",what-is-stress#67444,84,14,1
84,15,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"In addition to thinking, ""This is definitely not good,"" a constellation of physiological reactions begins to take place inside you.",what-is-stress#67444,85,14,1
85,15,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Prompted by a deluge of epinephrine (adrenaline) and norepinephrine (noradrenaline) from your adrenal glands, your pupils begin to dilate.",what-is-stress#67444,86,14,1
86,15,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Your heart starts to pound and speeds up, you begin to breathe heavily and perspire, you get butterflies in your stomach, and your muscles become tense, preparing you to take some kind of direct action.",what-is-stress#67444,87,14,1
87,15,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Cannon proposed that this reaction, which he called the fight-or-flight response, occurs when a person experiences very strong emotions - especially those associated with a perceived threat (Cannon, 1932).",what-is-stress#67444,88,14,1
88,15,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"During the fight-or-flight response, the body is rapidly aroused by activation of both the sympathetic nervous system and the endocrine system (Figure 14.8).",what-is-stress#67444,89,14,1
89,15,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,This arousal helps prepare the person to either fight or flee from a perceived threat.,what-is-stress#67444,90,14,1
90,16,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"According to Cannon, the fight-or-flight response is a built-in mechanism that assists in maintaining homeostasis - an internal environment in which physiological variables such as blood pressure, respiration, digestion, and temperature are stabilized at levels optimal for survival.",what-is-stress#67444,91,14,1
91,16,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Thus, Cannon viewed the fight-or-flight response as adaptive because it enables people to adjust internally and externally to threats in their environment, allowing them to continue to be alive and overcome the threat.",what-is-stress#67444,92,14,1
92,17,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Another important early contributor to the stress field was Hans Selye, mentioned earlier.",what-is-stress#67444,93,14,1
93,17,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,He would eventually become one of the world's foremost experts in the study of stress (Figure 14.9).,what-is-stress#67444,94,14,1
94,17,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"As a young assistant in the biochemistry department at McGill University in the 1930s, Selye was engaged in research involving sex hormones in rats.",what-is-stress#67444,95,14,1
95,17,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Although he was unable to find an answer for what he was initially researching, he incidentally discovered that when exposed to prolonged negative stimulation (stressors) - such as extreme cold, surgical injury, excessive muscular exercise, and shock - the rats showed signs of adrenal enlargement, thymus and lymph node shrinkage, and stomach ulceration.",what-is-stress#67444,96,14,1
96,17,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,Selye realized that these responses were triggered by a coordinated series of physiological reactions that unfold over time during continued exposure to a stressor.,what-is-stress#67444,97,14,1
97,17,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"These physiological reactions were nonspecific, which means that regardless of the type of stressor, the same pattern of reactions would occur.",what-is-stress#67444,98,14,1
98,17,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"What Selye discovered was the general adaptation syndrome, the body's nonspecific physiological response to stress.",what-is-stress#67444,99,14,1
99,18,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"The general adaptation syndrome, shown in Figure 14.10, consists of three stages: (1) alarm reaction, (2) stage of resistance, and (3) stage of exhaustion (Selye, 1936; 1976).",what-is-stress#67444,100,14,1
100,18,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Alarm reaction describes the body's immediate reaction upon facing a threatening situation or emergency, and it is roughly analogous to the fight-or-flight response described by Cannon.",what-is-stress#67444,101,14,1
101,18,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"During an alarm reaction, you are alerted to a stressor, and your body alarms you with a cascade of physiological reactions that provide you with the energy to manage the situation.",what-is-stress#67444,102,14,1
102,18,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"A person who wakes up in the middle of the night to discover her house is on fire, for example, is experiencing an alarm reaction.",what-is-stress#67444,103,14,1
103,19,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"If exposure to a stressor is prolonged, the organism will enter the stage of resistance.",what-is-stress#67444,104,14,1
104,19,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"During this stage, the initial shock of alarm reaction has worn off and the body has adapted to the stressor.",what-is-stress#67444,105,14,1
105,19,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Nevertheless, the body also remains on alert and is prepared to respond as it did during the alarm reaction, although with less intensity.",what-is-stress#67444,106,14,1
106,19,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"For example, suppose a child who went missing is still missing 72 hours later.",what-is-stress#67444,107,14,1
107,19,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Although the parents would obviously remain extremely disturbed, the magnitude of physiological reactions would likely have diminished over the 72 intervening hours due to some adaptation to this event.",what-is-stress#67444,108,14,1
108,20,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"If exposure to a stressor continues over a longer period of time, the stage of exhaustion ensues.",what-is-stress#67444,109,14,1
109,20,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"At this stage, the person is no longer able to adapt to the stressor: the body's ability to resist becomes depleted as physical wear takes its toll on the body's tissues and organs.",what-is-stress#67444,110,14,1
110,20,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"As a result, illness, disease, and other permanent damage to the body - even death - may occur.",what-is-stress#67444,111,14,1
111,20,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"If a missing child still remained missing after three months, the long-term stress associated with this situation may cause a parent to literally faint with exhaustion at some point or even to develop a serious and irreversible illness.",what-is-stress#67444,112,14,1
112,21,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"In short, Selye's general adaptation syndrome suggests that stressors tax the body via a three-phase process - an initial jolt, subsequent readjustment, and a later depletion of all physical resources - that ultimately lays the groundwork for serious health problems and even death.",what-is-stress#67444,113,14,1
113,21,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"It should be pointed out, however, that this model is a response-based conceptualization of stress, focusing exclusively on the body's physical responses while largely ignoring psychological factors such as appraisal and interpretation of threats.",what-is-stress#67444,114,14,1
114,21,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Nevertheless, Selye's model has had an enormous impact on the field of stress because it offers a general explanation for how stress can lead to physical damage and, thus, disease.",what-is-stress#67444,115,14,1
115,21,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"As we shall discuss later, prolonged or repeated stress has been implicated in development of a number of disorders such as hypertension and coronary artery disease.",what-is-stress#67444,116,14,1
116,22,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,What goes on inside our bodies when we experience stress?,what-is-stress#67444,117,14,1
117,22,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"The physiological mechanisms of stress are extremely complex, but they generally involve the work of two systems - the sympathetic nervous system and the hypothalamic-pituitary-adrenal (HPA) axis.",what-is-stress#67444,118,14,1
118,22,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"When a person first perceives something as stressful (Selye's alarm reaction), the sympathetic nervous system triggers arousal via the release of adrenaline from the adrenal glands.",what-is-stress#67444,119,14,1
119,22,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Release of these hormones activates the fight-or-flight responses to stress, such as accelerated heart rate and respiration.",what-is-stress#67444,120,14,1
120,22,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"At the same time, the HPA axis, which is primarily endocrine in nature, becomes especially active, although it works much more slowly than the sympathetic nervous system.",what-is-stress#67444,121,14,1
121,22,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"In response to stress, the hypothalamus (one of the limbic structures in the brain) releases corticotrophin-releasing factor, a hormone that causes the pituitary gland to release adrenocorticotropic hormone (ACTH) (Figure 14.11).",what-is-stress#67444,122,14,1
122,22,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"The ACTH then activates the adrenal glands to secrete a number of hormones into the bloodstream; an important one is cortisol, which can affect virtually every organ within the body.",what-is-stress#67444,123,14,1
123,22,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"Cortisol is commonly known as a stress hormone and helps provide that boost of energy when we first encounter a stressor, preparing us to run away or fight.",what-is-stress#67444,124,14,1
124,22,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"However, sustained elevated levels of cortisol weaken the immune system.",what-is-stress#67444,125,14,1
125,23,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"In short bursts, this process can have some favorable effects, such as providing extra energy, improving immune system functioning temporarily, and decreasing pain sensitivity.",what-is-stress#67444,126,14,1
126,23,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"However, extended release of cortisol - as would happen with prolonged or chronic stress - often comes at a high price.",what-is-stress#67444,127,14,1
127,23,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,High levels of cortisol have been shown to produce a number of harmful effects.,what-is-stress#67444,128,14,1
128,23,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"For example, increases in cortisol can significantly weaken our immune system (Glaser & Kiecolt-Glaser, 2005), and high levels are frequently observed among depressed individuals (Geoffroy, Hertzman, Li, & Power, 2013).",what-is-stress#67444,129,14,1
129,23,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"In summary, a stressful event causes a variety of physiological reactions that activate the adrenal glands, which in turn release epinephrine, norepinephrine, and cortisol.",what-is-stress#67444,130,14,1
130,23,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"These hormones affect a number of bodily processes in ways that prepare the stressed person to take direct action, but also in ways that may heighten the potential for illness.",what-is-stress#67444,131,14,1
131,24,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"When stress is extreme or chronic, it can have profoundly negative consequences.",what-is-stress#67444,132,14,1
132,24,https://openstax.org/books/psychology-2e/pages/14-1-what-is-stress#67444,"For example, stress often contributes to the development of certain psychological disorders, including post-traumatic stress disorder, major depressive disorder, and other serious psychiatric conditions.",what-is-stress#67444,133,14,1
